pl_orbper	st_mass	planet_mass	env_mass
4.2345002	0.82	-5.519555309288619	-0.22078221237154477
4.2345002	0.82	-4.040752777211102	-0.16163011108844408
3.039586	0.94	-6.436366726903426	-0.25745466907613707
3.039577	0.92	-5.336928004019855	-0.2134771201607942
3.2572129	1.02	-2.503310567816966	-0.10013242271267864
3.257215	1.02	-14.09747169832445	-0.5638988679329779
3.257215	1.02	-4.650025573745485	-0.1860010229498194
5.7233773	1.14	-2.5018885468769105	-0.10007554187507642
5.72339	1.2	-15.274249475323469	-0.6109699790129388
5.723371	1.21	-0.1925952233668511	-0.007703808934674043
5.72339	1.21	-5.271557546871235	-0.21086230187484942
5.723186	1.21	-20.965826574372112	-0.8386330629748845
2.899736	0.92	-9.781543059763294	-0.39126172239053175
2.899736	0.9	-2.6541016727431295	-0.10616406690972519
2.89973815	0.93	-0.3874911286182492	-0.015499645144729969
2.899736	0.93	-13.411781880445105	-0.5364712752178042
2.8997	1.06	-17.540552895135846	-0.7016221158054339
2.89973838	0.93	-9.285233644483677	-0.3714093457793471
2.81060097	1.24	-2.0499018780346776	-0.08199607512138711
5.005419	1.31	-13.505669927440792	-0.5402267970976317
2.1500085	1.16	-7.9948083732102315	-0.31979233492840925
2.15000825	1.16	-8.182983856017932	-0.3273193542407173
2.15001	1.09	-13.95037816936318	-0.5580151267745272
3.474474	1.38	-10.721162048026304	-0.4288464819210522
3.474474	1.38	-10.00885199207232	-0.40035407968289277
5.452654	1.39	-5.743572651467884	-0.2297429060587154
5.45264682	1.39	-6.1884908470939965	-0.24753963388375988
5.45265	4.26	-3.1794631614366367	-0.12717852645746547
5.452647	1.34	-11.493483508574446	-0.45973934034297786
3.646706	1.24	-6.6182747747246795	-0.26473099098898717
3.6466584	1.24	-0.7596411895275916	-0.030385647581103667
3.64671	23.56	-11.174313461697597	-0.4469725384679039
1.32734683	1.03	-3.7988543461346245	-0.15195417384538498
1.3273466	1.05	-5.6337582200661345	-0.22535032880264538
1.32734681	1.02	-9.419494280160803	-0.37677977120643213
1.32734682	1.02	-15.64490620511324	-0.6257962482045296
1.32735	0.78	-19.03649581765759	-0.7614598327063036
