pl_orbper	st_mass	planet_mass	env_mass
3448.0	0.49	-13.224763624234056	-0.5289905449693623
3448.0	0.49	-7.446231063256008	-0.2978492425302403
9.567	0.45	-3.8920022441244218	-0.15568008976497688
1.46712127	0.31	-1.0062105196116973	-0.04024842078446789
1.4671205	0.33	-2.81023146407632	-0.1124092585630528
140.43	0.51	-3.382055006052202	-0.1352822002420881
8.7076	0.52	-7.212805703178861	-0.28851222812715444
5.3686	0.31	-18.097322946754993	-0.7238929178701997
5.36841	0.31	-7.2543445356145835	-0.29017378142458333
5.366	0.31	-2.6873337449445094	-0.10749334979778037
12.919	0.31	-14.097305103135962	-0.5638922041254385
12.9191	0.31	-2.299740519297265	-0.0919896207718906
12.9144	0.32	-6.914952854086729	-0.2765981141634692
12.914	0.31	-0.362840950944308	-0.01451363803777232
3.14867	0.31	-0.7064127164331534	-0.028256508657326138
3.149	0.31	-13.440196670212977	-0.5376078668085191
604.8	0.53	-13.403265186377919	-0.5361306074551168
598.3	0.54	-5.678354889393482	-0.2271341955757393
600.1	0.51	-7.460932964652759	-0.2984373185861104
62.24	0.33	-10.563210311390325	-0.422528412455613
256.2	0.33	-1.2350923881933205	-0.04940369552773282
4.6938	0.35	-4.594367724984256	-0.18377470899937023
1051.44521	0.63	-5.472389267776926	-0.21889557071107704
1050.3	0.71	-17.789052228573816	-0.7115620891429526
13921.42302	0.63	-10.91378904914823	-0.4365515619659292
3.6	0.71	-23.199218995358834	-0.9279687598143533
3.60076	0.63	-5.228680169020885	-0.2091472067608354
35.37	0.71	-0.4031575647679446	-0.016126302590717786
17.478	0.27	-2.4172131693059455	-0.09668852677223783
57.32	0.27	-2.0835215514999277	-0.0833408620599971
24.16	0.55	-5.260817020182989	-0.21043268080731956
38.142	0.4	-11.233622212828951	-0.44934488851315807
38.152	0.42	-7.092248939700278	-0.28368995758801113
727.562	0.4	-8.00370107739989	-0.32014804309599565
5.101284	0.53	-2.1132262782743547	-0.08452905113097418
0.9263237	0.41	-7.835298210457203	-0.31341192841828813
6.64064	0.41	-17.974158213968295	-0.7189663285587318
3507.0	0.44	-7.31825632532203	-0.2927302530128812
3853.0	0.45	-11.362029644358028	-0.4544811857743211
3657.0	0.45	-2.02929509979732	-0.0811718039918928
1890.0	0.49	-3.6347443654352602	-0.1453897746174104
1882.0	0.65	-12.13570360956791	-0.4854281443827164
1925.31	0.45	-5.368480888222555	-0.2147392355289022
1940.0	0.5	-2.2327294183065756	-0.08930917673226302
1924.0	0.46	-11.702946989978203	-0.46811787959912815
7068.0	0.49	-0.4144755020211823	-0.01657902008084729
5990.0	0.45	-1.2972015678884092	-0.05188806271553637
15.76491	0.93	-2.8486644577304885	-0.11394657830921955
61.082	0.34	-7.444238834890571	-0.29776955339562283
60.83	0.34	-0.6152540530651809	-0.024610162122607235
61.087	0.37	-3.9474744136570674	-0.1578989765462827
61.03474	0.37	-11.004889968665495	-0.4401955987466198
61.065	0.33	-9.001435832792165	-0.3600574333116866
30.0881	0.32	-10.317203225413841	-0.41268812901655366
30.22902	0.37	-1.5800432294585673	-0.0632017291783427
30.259	0.33	-11.075306632092994	-0.4430122652837198
30.12	0.34	-1.053482215485087	-0.04213928861940348
30.455	0.34	-12.693018046785806	-0.5077207218714322
1.93778	0.34	-18.565491798397744	-0.7426196719359098
1.937916	0.37	-5.188188473233701	-0.20752753892934805
1.937848	0.37	-7.78312966087183	-0.3113251864348732
1.938	0.34	-6.178893299238715	-0.2471557319695486
124.5	0.37	-25.256864406556026	-1.0102745762622412
124.4	0.34	-4.06093394057601	-0.16243735762304043
21.789	0.49	-19.55846595384343	-0.7823386381537373
284.39	0.44	-13.604851071849868	-0.5441940428739948
767.887	0.15	-10.954229098871751	-0.43816916395487004
13.4586	0.62	-15.720616941395306	-0.6288246776558123
73.94	0.6	-10.636140217893116	-0.4254456087157247
18.27	0.59	-18.629625696594054	-0.7451850278637622
19240.75467	0.67	-2.3461737688220303	-0.09384695075288121
1.2089819	0.61	-15.391674419076857	-0.6156669767630742
1.2089802	0.61	-0.6499254429337097	-0.025997017717348386
3.64823	0.64	-9.122077234335384	-0.36488308937341535
3.648103	0.62	-18.630743531703025	-0.745229741268121
3.648096	0.61	-11.149706660394807	-0.4459882664157923
3.6480957	0.61	-13.963288690598976	-0.5585315476239591
6.2014698	0.61	-1.0605300415228704	-0.04242120166091482
6.20142	0.64	-5.9760283953093	-0.23904113581237202
6.20183	0.62	-16.44163881022374	-0.6576655524089496
6.20141	0.66	-7.125012399363059	-0.28500049597452237
3.822	0.56	-13.45372287477464	-0.5381489149909856
13.8508	0.52	-8.006386855943035	-0.3202554742377214
15.53209	0.42	-5.147731198915499	-0.20590924795661994
15.53	0.43	-1.1612923158764406	-0.04645169263505762
4.46529976	1.13	-1.752750746914061	-0.07011002987656244
4.4652934	1.12	-5.7483223055146055	-0.22993289222058422
4.46543	1.13	-22.9002225899985	-0.91600890359994
4.4652934	1.13	-8.978224184224764	-0.3591289673689906
4.46529913	1.13	-15.405948938484187	-0.6162379575393675
4.4652934	1.13	-4.683716755305846	-0.18734867021223384
4.88780271	0.83	-4.933741142095191	-0.19734964568380764
4.8878009	0.81	-0.20772409163293748	-0.0083089636653175
4.88780308	0.77	-11.81701046628151	-0.47268041865126037
4.88780308	0.83	-7.307578495747971	-0.29230313982991885
4.8878162	0.81	-8.347293946921573	-0.3338917578768629
4.88780271	0.83	-4.989410015814042	-0.19957640063256168
3.21305762	0.73	-18.812896902789976	-0.7525158761115991
3.21	0.74	-17.498110927896192	-0.6999244371158477
3.21305929	0.73	-0.9139875417640908	-0.036559501670563634
3.21305751	0.73	-8.929404860307928	-0.3571761944123171
3.2130598	0.73	-12.389442873460803	-0.4955777149384321
3.2130579	0.73	-2.5447050353817184	-0.10178820141526874
2.9162381	1.32	-19.365266514041757	-0.7746106605616703
2.9162383	1.32	-6.822513760618515	-0.2729005504247406
2.9162383	1.22	-16.345338756553033	-0.6538135502621214
2.91626	1.22	-2.364892780231517	-0.09459571120926068
445.82	1.32	-2.567570778054269	-0.10270283112217075
445.82	1.32	-0.5979852596344986	-0.023919410385379942
428.5	1.22	-12.03542028727069	-0.4814168114908276
4.627682	1.39	-20.93198122228775	-0.83727924889151
4.627649	1.32	-3.0300253914785253	-0.12120101565914101
4.6276594	1.43	-0.663091006394801	-0.02652364025579204
