stellar_mass	planet_mass	env_mass
1.3258984556536393	-1.1747849551786418	-0.04699139820714567
0.6998943369224302	-1.6780426272047317	-0.06712170508818927
0.549174731003687	-1.3567984876960835	-0.05427193950784334
1.2264027422721333	-2.97850931375287	-0.11914037255011481
1.3316868716309236	-3.0288783471649414	-0.12115513388659765
1.3066015577248387	-2.6512418666303312	-0.10604967466521326
1.125680649962308	-1.2337467366465629	-0.04934986946586251
0.5826781786102733	-4.96035659204413	-0.1984142636817652
0.45376853891761926	-1.360328412194936	-0.05441313648779744
1.358938993083223	-3.453487516437715	-0.1381395006575086
1.0504721280170481	-0.20760912250206398	-0.008304364900082559
0.12504987962345082	-2.733267755182847	-0.10933071020731389
1.3068584956536042	-2.395356486328903	-0.09581425945315612
0.7141914124732566	-0.1154084022069275	-0.0046163360882771
0.9902994425945816	-0.13419710367363358	-0.005367884146945343
0.9247922154651123	-1.9544469961525406	-0.07817787984610162
1.0096891665116419	-1.8292273977625573	-0.07316909591050229
1.0710248724111449	-0.657716349824623	-0.02630865399298492
0.5096291464300708	-3.340233524102055	-0.1336093409640822
0.9029722521828005	-3.3208273858283004	-0.13283309543313201
0.8447112989769037	-2.1335495342835324	-0.0853419813713413
1.0718761287524075	-3.1292333280445734	-0.12516933312178294
0.3727569934829844	-0.9431976509513704	-0.037727906038054815
0.3549807495097749	-3.637474458117805	-0.1454989783247122
0.37894443856495386	-0.6987842434135445	-0.02795136973654178
1.3529234233833936	-2.402170722497752	-0.09608682889991009
0.8630823476624901	-0.5927379712493273	-0.02370951884997309
0.8303775132592994	-0.6604143771307627	-0.026416575085230508
1.2635503509060955	-3.467762517000666	-0.13871050068002663
0.9194313568005923	-2.61143499277068	-0.1044573997108272
0.6175473371645892	-1.2206660213581375	-0.048826640854325504
1.099439248618113	-1.5420361773796176	-0.06168144709518471
0.7215915588694595	-0.6109007369198554	-0.024436029476794213
1.0664265004437283	-1.5309651237376098	-0.061238604949504394
0.4571293252080917	-1.212847990625806	-0.048513919625032244
0.4674657741309214	-1.4919238169231877	-0.059676952676927505
0.9942098092793694	-1.9914495115139292	-0.07965798046055717
1.1150423277919712	-1.5552205805149237	-0.062208823220596954
1.1668176970673139	-1.2704429423523425	-0.0508177176940937
1.0068795270921422	-1.1334508604087687	-0.04533803441635075
1.1804757545023388	-1.8178217622979647	-0.07271287049191859
1.2405208627565771	-2.0720224825647477	-0.0828808993025899
1.1072125099202266	-2.9446124522505035	-0.11778449809002015
1.273770376332974	-3.6250744124507923	-0.1450029764980317
0.535804714607123	-2.7207894308486695	-0.10883157723394678
0.8363850169587335	-1.8381834065746039	-0.07352733626298416
1.3867725397959276	-2.697665961501051	-0.10790663846004205
0.22499932755467478	-2.9952772046508764	-0.11981108818603506
0.9188088057096471	-2.172563737847484	-0.08690254951389935
0.7562874330066347	-4.051266780763408	-0.16205067123053632
0.5743089588545325	-2.095985106800764	-0.08383940427203056
1.0277475981819115	-1.4299805781131698	-0.05719922312452679
0.7236767390547187	-2.10585864139197	-0.0842343456556788
0.5439514174420006	-1.8984219405100446	-0.07593687762040179
0.6621403597032105	-3.127190574942217	-0.1250876229976887
1.3123934498699823	-2.67730289351673	-0.10709211574066921
1.0247645005664598	-0.9845009738595834	-0.039380038954383335
0.9634440073369809	-1.721213388268183	-0.06884853553072733
0.7623600291264834	-3.534165388444448	-0.14136661553777793
0.35183007193045035	-3.9675856126788807	-0.15870342450715522
0.6831128498747758	-2.349808035102917	-0.09399232140411667
0.8420045160533581	-2.7480603624840283	-0.10992241449936113
0.9079446711039588	-4.5020284715374945	-0.1800811388614998
1.1079748926913087	-4.480564629863931	-0.17922258519455725
1.3902007444706572	-3.7153478870571934	-0.14861391548228775
1.0776870253209823	-2.8681985078859116	-0.11472794031543647
1.1114865049859797	-1.355196030524411	-0.054207841220976445
0.7475037318514531	-2.606994705343223	-0.10427978821372894
1.1854852468927288	-3.426048829668761	-0.13704195318675044
0.46695681265897626	-1.428395750643923	-0.05713583002575692
0.38426904185910193	-1.2505808384449995	-0.05002323353779998
0.8218212795407559	-1.2564986067890955	-0.05025994427156382
1.2061846450710567	-0.15969118593813536	-0.006387647437525415
0.6833313715573957	-2.8409854584807586	-0.11363941833923034
0.9685757389308934	-2.562655157040931	-0.10250620628163723
1.143487261673948	-2.1691419096673887	-0.08676567638669555
0.8654493284541935	-2.636094239791948	-0.10544376959167792
0.43636729836055266	-2.069172580649947	-0.08276690322599788
0.6240856442738549	-2.8372019726285225	-0.1134880789051409
0.11001548711777032	-1.9802131221865003	-0.07920852488746001
0.7888468247516036	-2.759529008347614	-0.11038116033390455
1.1110612778062257	-0.4124314318715705	-0.01649725727486282
1.1922738367254955	-2.9100131043268247	-0.11640052417307299
0.7845671404210199	-2.668317672539014	-0.10673270690156056
0.31890340585772936	-2.3847208739061108	-0.09538883495624444
0.3263204923370222	-1.2696654929341484	-0.050786619717365936
1.1076493737343394	-0.9263267986368806	-0.037053071945475226
0.8181431633854124	-2.145656450496104	-0.08582625801984417
1.2755023198837334	-2.3507926724134247	-0.09403170689653699
0.24014632986529605	-2.0365963746758977	-0.08146385498703591
0.5555918903221022	-1.3155732555961497	-0.05262293022384599
0.6993634649322051	-0.1361795640324297	-0.0054471825612971885
0.938331755084529	-1.3150493421316594	-0.052601973685266375
0.30385977941152054	-0.931381095161995	-0.0372552438064798
0.9223325469684228	-3.597950021595773	-0.14391800086383094
0.8604731150722886	-1.5807189401573127	-0.06322875760629251
0.8938509340769032	-3.721961294111612	-0.1488784517644645
1.0102053106001347	-3.0549927327667796	-0.12219970931067119
0.9431619254139229	-2.4929967362717163	-0.09971986945086865
0.6196610306130783	-1.4306795174656406	-0.057227180698625625
1.0524188589570858	-2.045708053942855	-0.0818283221577142
1.1106846919329194	-3.370818380934742	-0.13483273523738967
1.310554061870966	-2.7499899217799393	-0.10999959687119758
0.5081854940286548	-2.2308126689598327	-0.08923250675839331
0.6954725588982097	-1.705221795477272	-0.06820887181909088
0.5614034658496305	-2.3093341898457607	-0.09237336759383043
0.9676637792051593	-1.418140431875131	-0.05672561727500524
0.3221717755513259	-2.736141960222763	-0.10944567840891052
0.7717820429115592	-1.396625566608052	-0.055865022664322084
0.8451548194852037	-4.502563542397429	-0.18010254169589715
0.8031880086553658	-0.4036786706348614	-0.016147146825394455
0.3130303549780057	-2.488470305084827	-0.09953881220339308
1.063256101070755	-0.8322881177749542	-0.033291524710998166
0.6233484433833218	-3.2049971091209835	-0.12819988436483934
1.3876923073919811	-1.8511455669641061	-0.07404582267856424
0.6987341701556687	-4.17318718940578	-0.16692748757623121
0.8914076692639699	-1.7437177281950336	-0.06974870912780134
0.7361132464807	-2.280511738894742	-0.09122046955578968
0.40800263618704624	-1.8745963004190513	-0.07498385201676205
1.050796235154195	-1.512500248131093	-0.06050000992524372
0.20597659834972426	-1.3988429147395898	-0.05595371658958359
0.47376763957897605	-1.4266592973050045	-0.05706637189220018
1.1733899002285795	-0.1640618192725496	-0.0065624727709019835
0.8557465256314494	-0.20305571969639336	-0.008122228787855734
1.0829801641574412	-0.33933688847336696	-0.013573475538934678
0.756889537042134	-1.4511422808204406	-0.05804569123281762
0.6390612944495802	-2.1182044138303358	-0.08472817655321344
1.0247681058975437	-3.9373840289431428	-0.15749536115772572
0.9975802261883799	-0.34431506271997026	-0.01377260250879881
1.3148657102798995	-0.41392998303220185	-0.016557199321288074
1.1710537945169242	-0.30382547394310966	-0.012153018957724387
0.9650381563413408	-2.3447974823295907	-0.09379189929318363
0.5955929118784089	-1.9764583822875184	-0.07905833529150073
0.7601470565398782	-2.257717731040201	-0.09030870924160804
0.5108115056602807	-2.4232329465585356	-0.09692931786234142
0.9868143541080067	-3.224106051387107	-0.1289642420554843
1.056621940937723	-1.6688950015918185	-0.06675580006367274
0.6923547672910972	-1.4468835445453654	-0.05787534178181462
1.179386142623044	-1.3140805416624954	-0.05256322166649982
0.8045468551784418	-3.698119032588158	-0.14792476130352633
1.0147651753182818	-1.7545901492820661	-0.07018360597128265
1.1375954818250897	-2.271824970234263	-0.09087299880937053
0.8322386420659369	-0.3281869079423041	-0.013127476317692163
1.1585905369222298	-2.018551824865824	-0.08074207299463297
0.5654911917525343	-2.6390068210816677	-0.10556027284326672
0.5184895329632437	-1.8987834785472024	-0.0759513391418881
0.8912978750552556	-2.0144945428428347	-0.08057978171371338
1.2143236804148052	-1.632337021196844	-0.06529348084787376
1.0473811539252118	-2.7512599864872254	-0.11005039945948902
1.2960755858279454	-2.44192936150118	-0.0976771744600472
0.9010051188007251	-3.349896632980024	-0.13399586531920096
1.040094403635197	-2.075266134949348	-0.08301064539797393
1.2703779420795487	-1.6577722595504725	-0.0663108903820189
1.3297005677088645	-1.611662185821312	-0.06446648743285248
0.9459675276838416	-1.2587024421657371	-0.050348097686629484
0.888677554919577	-3.044527715033303	-0.12178110860133214
0.1135780824385001	-1.4263150392842987	-0.05705260157137195
0.11937598522833814	-2.5846939978306924	-0.1033877599132277
0.6467805181976545	-1.3732975765162192	-0.05493190306064877
0.8654403383892364	-4.224910218081744	-0.16899640872326976
1.294670278828322	-1.6369835721799104	-0.06547934288719642
1.0659246917466363	-2.777192766228825	-0.11108771064915302
0.6375616579916767	-2.247694283668996	-0.08990777134675984
0.7637241815194622	-2.6202813991488134	-0.10481125596595253
1.0442022849108685	-2.2873007183990643	-0.09149202873596257
1.1984438856893718	-1.8728129023771019	-0.07491251609508408
1.0664105039463798	-2.195114944685827	-0.08780459778743309
1.0691877625825654	-1.7225793918493553	-0.0689031756739742
1.1715389596137737	-3.4424517117022195	-0.1376980684680888
1.3280197309850545	-2.333018352348688	-0.09332073409394752
1.1488281273722292	-1.2215614741804335	-0.04886245896721734
0.783311916083121	-1.772356619115221	-0.07089426476460883
0.3077418002196288	-1.2537509266588747	-0.050150037066354985
0.42681273598981906	-1.3656571119742624	-0.0546262844789705
0.643640315644781	-3.8926107634368097	-0.15570443053747238
0.8879545125522365	-3.3693651156372324	-0.1347746046254893
0.817889065762836	-2.8150617976645895	-0.11260247190658358
0.9679929409492999	-1.918878414957648	-0.07675513659830592
1.3486564147346243	-2.0694557504386193	-0.08277823001754478
1.3272706152635343	-2.5518446576435636	-0.10207378630574254
0.6005314558034573	-4.077667318659798	-0.16310669274639192
0.6639062816334484	-3.7657693248267154	-0.15063077299306862
0.42056055943614556	-4.3877575226898475	-0.1755103009075939
1.1878310414894013	-0.8607114357479855	-0.03442845742991942
0.8420731516790239	-2.192307349471169	-0.08769229397884676
1.298346192646434	-0.7764548394667778	-0.031058193578671116
0.6886709839032235	-2.9694846690162233	-0.11877938676064893
0.41698381109566585	-3.5852784646281846	-0.14341113858512738
0.7364265558133409	-3.366251221314154	-0.13465004885256618
0.6063066602181877	-5.872507705107218	-0.2349003082042887
0.10687898434837961	-2.709292657888027	-0.1083717063155211
1.1398191790640342	-1.531441569657133	-0.061257662786285326
0.9987061362732645	-2.345292477638658	-0.09381169910554632
0.5563910041352571	-1.3978188789782373	-0.055912755159129496
1.0145168377480225	-1.7572833262811351	-0.07029133305124541
1.093777672872624	-2.4480862954038796	-0.09792345181615518
0.8398585774806159	-1.1339955995811648	-0.045359823983246596
0.5578036610983812	-1.7261293797413053	-0.06904517518965221
1.0752001266395392	-2.0961719122394435	-0.08384687648957774
0.32628497009291335	-3.352994256178695	-0.1341197702471478
0.643717943071989	-0.5820531650379703	-0.023282126601518814
0.7964372975171382	-3.343762511662879	-0.13375050046651515
0.6265360339433936	-3.141149950802171	-0.12564599803208684
0.7949819097750888	-1.8726182110248657	-0.07490472844099463
0.35786542814989253	-2.160760724404206	-0.08643042897616825
0.6691060458177069	-3.4833656434461293	-0.13933462573784516
0.405064041171147	-2.200189926579812	-0.08800759706319249
1.0116385478570638	-2.5643659803951415	-0.10257463921580566
1.289601706213169	-4.110150140479222	-0.16440600561916888
0.6571133411146973	-2.562028895537579	-0.10248115582150316
1.1014933950122905	-3.7287465783453295	-0.14914986313381318
0.3542375778927249	-1.411533477211138	-0.05646133908844553
0.41894587249259074	-2.449965907857435	-0.09799863631429741
0.7733327539843907	-2.283067901973352	-0.09132271607893408
1.0381484256720868	-1.5992742595191398	-0.06397097038076559
1.0701261940249904	-1.6579913331745297	-0.06631965332698118
1.2306626240437781	-4.082380172319761	-0.16329520689279042
0.8033725614404759	-2.5008438044172943	-0.10003375217669178
0.9722490593590816	-2.192873692381779	-0.08771494769527116
0.8476495448040372	-3.047878160924312	-0.12191512643697248
0.7079142090051374	-2.0590003612403343	-0.08236001444961337
1.0780658297592567	-1.8655384046319667	-0.07462153618527867
1.1591343407778691	-2.9540477666540386	-0.11816191066616155
0.29674762216416617	-1.5234401591658602	-0.06093760636663441
0.16403720027738267	-1.0059495928783861	-0.04023798371513545
0.9935689406331165	-1.1563307738646988	-0.04625323095458796
1.1198720379515534	-3.16276733781118	-0.1265106935124472
0.282022044406663	-1.4023566450369218	-0.056094265801476875
0.5401398086656279	-2.1265636363020164	-0.08506254545208065
0.5397631373905005	-0.26107664136456066	-0.010443065654582426
1.392116078449616	-2.663430494192591	-0.10653721976770364
0.9745818510581072	-2.0191731624609464	-0.08076692649843785
0.26477266815470835	-3.9401459533130785	-0.15760583813252313
0.9254424969061749	-2.600407748173436	-0.10401630992693743
0.8606747801581021	-2.741541192610317	-0.10966164770441267
0.815265940887099	-2.5838781611716843	-0.10335512644686738
0.3047513069031319	-2.9957865665963737	-0.11983146266385494
0.43254577482838164	-1.6806104590291735	-0.06722441836116694
1.234318619265484	-0.1880449785648286	-0.007521799142593144
0.500472365591639	-1.9494226468032114	-0.07797690587212845
1.1516347922715693	-2.6484780830545884	-0.10593912332218354
0.9823228807273785	-3.8280587456107216	-0.15312234982442888
0.7332706999315639	-0.7881883008014545	-0.03152753203205818
1.0531315294196841	-1.8466613648131096	-0.07386645459252439
1.3824547091521624	-1.826776651217942	-0.07307106604871769
0.6240884851579096	-3.0926591639081096	-0.12370636655632439
0.338966526938808	-1.7834282000508517	-0.07133712800203407
0.3296954530608156	-2.3433492517697507	-0.09373397007079003
0.5456695989627248	-1.3593115914570575	-0.0543724636582823
1.0054559543636448	-3.517102180412075	-0.140684087216483
1.0994119685688593	-1.5067214650518774	-0.0602688586020751
1.2610003829198981	-1.3651571751977039	-0.05460628700790816
0.42770874515872703	-2.729229322678626	-0.10916917290714505
1.0957530275322145	-3.017822143594071	-0.12071288574376285
0.315529093505576	-0.6963306105573208	-0.027853224422292832
0.9953689583307127	-0.42071316912792	-0.0168285267651168
1.1451372693442492	-0.9650525865170323	-0.03860210346068129
1.0735761576373088	-0.8255177998262007	-0.03302071199304803
1.0712744387727533	-1.6819410791323781	-0.06727764316529512
0.4948614566592685	-2.426091130691849	-0.09704364522767396
1.1161835420389425	-0.6703164661612664	-0.026812658646450657
0.9552934874009038	-4.390777679499085	-0.1756311071799634
0.8302971321770584	-2.308288311508225	-0.092331532460329
0.5262473511290503	-0.8558690303469036	-0.03423476121387615
0.9391150478255755	-1.0423752883226567	-0.04169501153290627
1.2422217860977773	-3.1614833853663944	-0.1264593354146558
0.7949531769079037	-0.964570252258824	-0.03858281009035296
1.2054168594255958	-1.8719891539982454	-0.07487956615992981
0.8233152907578634	-1.3910458428764265	-0.055641833715057064
1.1953706066197978	-2.4784546335828725	-0.09913818534331491
1.1409845424239786	-1.8565587319971837	-0.07426234927988735
0.9083573415521398	-1.3158934313260158	-0.05263573725304063
1.1212352227216769	-4.383892517477803	-0.17535570069911213
0.7460579349585581	-2.528069234920581	-0.10112276939682324
1.0161484089883983	-1.005375133611877	-0.04021500534447508
0.6272380095704942	-3.6389106512996676	-0.1455564260519867
0.8011422471828453	-2.742428576246689	-0.10969714304986755
1.1355663174548665	-1.1712830714866032	-0.046851322859464126
1.3991499484446734	-4.93412526302	-0.19736501052080002
0.9550178395667411	-1.0209625287689925	-0.0408385011507597
0.9099935966553307	-0.2040841139392653	-0.008163364557570612
1.3284825181564879	-2.7102287255149107	-0.10840914902059642
0.10137198207474973	-1.209369754955148	-0.048374790198205925
1.1396588721322547	-1.3103849893543262	-0.05241539957417305
1.06907684438467	-1.4475430270248468	-0.057901721080993875
0.9040615378966042	-1.2480587689900045	-0.04992235075960018
1.0701189841681633	-1.508133605730122	-0.06032534422920488
1.060666368823549	-0.7381327732804097	-0.029525310931216388
1.253129117174475	-1.2847972635159286	-0.05139189054063714
0.7046284310881514	-0.7084393901946471	-0.028337575607785884
1.3013228064748497	-0.5251058681430474	-0.021004234725721896
0.8285779444242353	-3.1565727213757127	-0.1262629088550285
1.310548424981343	-2.900567999749348	-0.11602271998997392
1.0911975063217967	-0.9283112095337565	-0.03713244838135026
0.8988909668430506	-1.976861861420227	-0.07907447445680908
1.0079907921059021	-1.0634088618239543	-0.04253635447295817
0.20451767931095444	-3.732102797156475	-0.149284111886259
0.8154589388579555	-1.7902130862405774	-0.0716085234496231
1.1189346856347475	-2.117685505841121	-0.08470742023364483
0.9487465830800521	-0.9144304175593119	-0.036577216702372475
0.847236225289803	-1.6958983324752503	-0.06783593329901001
1.2601040905956384	-2.099149569089772	-0.08396598276359088
0.672672715235888	-1.443044529156949	-0.057721781166277956
0.3786119762116088	-1.3330577040663076	-0.05332230816265231
1.007549334628851	-3.1238815008485528	-0.12495526003394211
0.34982884992813357	-2.5711015226118956	-0.10284406090447583
1.3550296504624053	-0.6283263504041612	-0.02513305401616645
1.2184047126004054	-1.0991516508710386	-0.043966066034841544
0.7752998828676968	-1.64600282318871	-0.0658401129275484
1.069177003613436	-1.1696934587596108	-0.04678773835038443
0.8870176811985327	-1.4599763159788024	-0.0583990526391521
0.929856133224763	-0.8245693735223676	-0.0329827749408947
0.8412654008256315	-1.3604979063336122	-0.05441991625334449
1.0	-1.0	-0.04
